"Fon Kodu","Fon Adı","Şemsiye Fon Türü","1 Ay (%)","3 Ay (%)","6 Ay (%)","Yılbaşı (%)","1 Yıl (%)","3 Yıl (%)","5 Yıl (%)"
"PBR","PUSULA PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","4,4173","13,6820","26,1162","29,7906","52,6301","-","-"
"SPN","AZİMUT PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","2,8980","10,2237","24,3382","26,4110","52,2165","237,3898","439,9041"
"MPK","AKTİF PORTFÖY KİRA SERTİFİKASI KATILIM (TL) FONU","Katılım Şemsiye Fonu","3,6325","11,2540","22,5141","26,1466","52,2137","194,3757","319,1562"
"HPT","HSBC PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","3,9703","12,0668","21,2608","24,3238","52,1562","162,9229","245,7677"
"KSK","AZİMUT PORTFÖY İKİNCİ PARA PİYASASI KATILIM FONU","Katılım Şemsiye Fonu","3,5319","11,7688","22,8614","25,8884","51,9793","-","-"
"MPF","AKTİF PORTFÖY KISA VADELİ KİRA SERTİFİKASI KATILIM (TL) FONU","Katılım Şemsiye Fonu","3,4734","10,9863","22,3072","25,1080","51,8691","168,2873","261,3209"
"AC1","PARDUS PORTFÖY KISA VADELİ KATILIM SERBEST FONU","Serbest Şemsiye Fonu","3,4102","10,8641","22,4587","25,4975","51,5999","-","-"
"KSV","KUVEYT TÜRK PORTFÖY KISA VADELİ KATILIM SERBEST (TL) FON","Serbest Şemsiye Fonu","3,3121","10,6188","21,5666","24,4158","51,5006","181,0642","273,6967"
"VFK","ZİRAAT PORTFÖY İKİNCİ KISA VADELİ KİRA SERTİFİKALARI KATILIM (TL) FONU","Katılım Şemsiye Fonu","3,4303","10,9548","22,1936","24,9734","51,3138","171,5427","266,1287"
"YBS","YAPI KREDİ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,2455","10,8009","22,1815","25,0068","51,3025","178,8446","285,1143"
"ZBO","ZİRAAT PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","15,2178","16,2008","21,4198","23,5991","51,0958","161,3461","-"
"TPC","TEB PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","7,9129","22,0717","35,7541","41,1704","51,0588","210,4336","544,4988"
"AFT","AK PORTFÖY YENİ TEKNOLOJİLER YABANCI HİSSE SENEDİ FONU","Hisse Senedi Şemsiye Fonu","8,3859","44,0067","25,1809","29,0529","51,0004","307,6530","928,1333"
"YTD","YAPI KREDİ PORTFÖY YABANCI FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","7,2776","37,2358","26,1003","33,9894","50,9963","224,4787","784,0396"
"RBT","ALBARAKA PORTFÖY KİRA SERTİFİKALARI  KATILIM FONU","Katılım Şemsiye Fonu","3,3674","10,8289","21,8454","24,6121","50,5361","161,7533","238,7397"
"BHF","PARDUS PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","21,8026","28,0553","37,1121","37,7121","50,4805","-","-"
"FS5","FONERİA PORTFÖY BİRİNCİ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON(HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","1,9090","8,8189","18,4351","20,7733","50,3998","-","-"
"IV8","INVEO PORTFÖY KİRA SERTİFİKALARI KATILIM FONU","Katılım Şemsiye Fonu","3,4611","10,3686","20,8906","23,6024","50,3268","-","-"
"RBV","ALBARAKA PORTFÖY KISA VADELİ KİRA SERTİFİKALARI KATILIM (TL) FONU","Katılım Şemsiye Fonu","3,4476","10,3065","21,2250","23,9975","49,9303","169,9481","260,1087"
"OIR","OSMANLI PORTFÖY DENGELİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","4,6930","11,3784","24,2656","27,6009","49,8733","-","-"
"HOA","HSBC PORTFÖY TEKNOLOJİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","9,1055","33,8027","29,5051","33,8548","49,8670","318,3290","672,4780"
"DPK","DENİZ PORTFÖY KİRA SERTİFİKALARI KATILIM (TL) FONU","Katılım Şemsiye Fonu","3,5444","10,1888","21,1463","23,9565","49,8343","173,2222","267,2481"
"TPF","TACİRLER PORTFÖY BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,9578","12,0467","22,0922","25,4202","49,8044","122,8263","242,8237"
"GPB","GARANTİ PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","4,4361","12,0943","22,1271","25,5718","49,7888","188,2510","310,6219"
"BTE","BV PORTFÖY OYUN VE TEKNOLOJİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","8,5787","33,7179","31,6931","35,8811","49,7780","-","-"
"VNK","VEGA PORTFÖY ANKA SERBEST FON","Serbest Şemsiye Fonu","3,5584","12,3524","23,0244","26,8036","49,7747","-","-"
"KLU","KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU","Katılım Şemsiye Fonu","3,3257","10,5332","21,0149","23,8668","49,7560","166,1085","-"
"GYK","INVEO PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","4,0869","12,0918","21,5649","24,7981","49,7427","195,9430","309,5111"
"ZBI","ZİRAAT PORTFÖY ÇOKLU VARLIK BİRİNCİ KATILIM FONU","Katılım Şemsiye Fonu","4,8072","11,7358","22,2208","24,7643","49,7086","-","-"
"AN1","STRATEJİ PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","16,1025","18,5818","17,9646","18,7333","49,5303","428,6904","916,4951"
"IAU","PARDUS PORTFÖY İKİNCİ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","2,4614","10,1529","21,3396","24,2565","49,4833","-","-"
"TE3","TEB PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","8,2340","15,7992","22,4688","25,6241","49,4617","227,9094","387,3454"
"GLS","AZİMUT PORTFÖY  KİRA SERTİFİKALARI (SUKUK) KATILIM FONU","Katılım Şemsiye Fonu","4,9738","11,2061","21,4150","23,9503","49,4202","182,5116","304,1717"
"KTV","KUVEYT TÜRK PORTFÖY KISA VADELİ KİRA SERTİFİKALARI KATILIM (TL) FONU","Katılım Şemsiye Fonu","3,2769","10,0817","20,7955","23,5536","49,3735","162,6085","247,6182"
"ZPG","ZİRAAT PORTFÖY KİRA SERTİFİKALARI (SUKUK) KATILIM FONU","Katılım Şemsiye Fonu","3,3363","10,4330","21,3574","24,0368","49,3397","179,7425","288,7418"
"OPF","OSMANLI PORTFÖY AGRESİF DEĞİŞKEN FON","Değişken Şemsiye Fonu","5,5402","24,7896","25,1256","27,9075","49,3012","-","-"
"ILZ","İŞ PORTFÖY TEMKİNLİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","4,1556","16,2401","20,1378","23,3957","49,2697","264,2227","-"
"SUA","ÜNLÜ PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","4,9391","14,6176","24,6442","27,4942","49,0981","254,8765","491,2383"
"IDY","TEB PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","6,1041","14,7390","30,6372","30,2001","48,6963","247,7534","443,7498"
"MET","GARANTİ PORTFÖY METAVERSE VE YENİ TEKNOLOJİLER DEĞİŞKEN FON","Değişken Şemsiye Fonu","9,1004","32,3621","30,9249","34,7534","47,0751","329,0518","-"
"IKP","İŞ PORTFÖY YENİLENEBİLİR ENERJİ KARMA FON","Karma Şemsiye Fonu","9,5972","30,6489","30,2733","37,6493","47,0507","188,5900","-"
"FYI","AZİMUT PORTFÖY 4.0 SERBEST FON","Serbest Şemsiye Fonu","31,0575","28,8096","14,0943","17,7989","46,9285","250,4407","428,7086"
"RPD","RE-PIE PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","7,8818","12,1816","24,7439","27,9822","46,8736","460,9697","-"
"NHP","NEO PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","4,6356","11,3770","18,9033","22,2615","46,3484","265,4981","-"
"GZP","GARANTİ PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","7,3629","14,7408","25,0001","28,9038","46,3116","263,1636","-"
"IAT","İŞ PORTFÖY KİRA SERTİFİKALARI KATILIM (TL) FONU","Katılım Şemsiye Fonu","3,5171","10,1845","20,2416","22,8851","46,2684","160,6401","252,2318"
"AIS","AK PORTFÖY PARA PİYASASI KATILIM FONU","Katılım Şemsiye Fonu","3,1170","10,0706","19,6948","22,5672","46,0427","167,6496","241,6376"
"EIB","QİNVEST PORTFÖY DEĞİŞKEN FON","Değişken Şemsiye Fonu","3,1831","9,8655","19,4492","21,4492","46,0244","314,1749","571,7058"
"GPT","AKTİF PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","13,1545","30,5802","29,4839","32,0467","45,7747","-","-"
"GAH","GARANTİ PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","6,8700","13,2859","24,1385","28,1578","45,7314","270,1449","479,0819"
"DVT","DENİZ PORTFÖY METAVERSE VE DİJİTAL YAŞAM TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","9,7977","33,5982","21,8477","23,7245","45,7133","-","-"
"TPP","TEB PORTFÖY PUSULA SERBEST FON","Serbest Şemsiye Fonu","6,7441","13,8893","25,1724","26,1715","45,5141","606,4699","1.974,3578"
"TI4","İŞ PORTFÖY TEMKİNLİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","7,5460","15,8060","24,2563","27,9226","45,2890","261,8746","432,9835"
"IJP","İŞ PORTFÖY BLOCKCHAİN TEKNOLOJİLERİ KARMA FON","Karma Şemsiye Fonu","7,9255","26,8794","25,7031","29,4216","45,2398","305,5492","-"
"YKS","YAPI KREDİ PORTFÖY İSTANBUL SERBEST FON","Serbest Şemsiye Fonu","2,8874","10,1842","22,9247","26,4284","45,1514","249,2620","525,9691"
"ODP","OSMANLI PORTFÖY BİRİNCİ SERBEST FON","Serbest Şemsiye Fonu","8,4965","34,2444","23,8439","27,6367","45,0823","273,8349","-"
"HDK","HEDEF PORTFÖY VEGA İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","1,8651","8,4865","18,5301","20,5228","45,0289","-","-"
"CVK","INVEO PORTFÖY ÇOKLU VARLIK KATILIM FONU","Katılım Şemsiye Fonu","4,7976","11,6234","21,9789","24,2532","44,9809","-","-"
"GPI","GARANTİ PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","6,8872","13,3568","23,6705","27,6832","44,8176","271,7204","522,0255"
"GO2","FONERİA PORTFÖY KATILIM FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","4,2416","11,0028","23,1245","26,6288","44,7635","-","-"
"FNO","QNB PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","6,3302","13,8220","26,4328","30,7704","44,5570","249,0305","533,3117"
"YFV","YAPI KREDİ PORTFÖY KİRA SERTİFİKALARI KATILIM FONU","Katılım Şemsiye Fonu","3,5443","10,4974","20,7489","24,6144","44,5224","169,1155","276,4301"
"MTX","TEB PORTFÖY METAVERSE VE DİJİTAL TEKNOLOJİLER DEĞİŞKEN FON","Değişken Şemsiye Fonu","9,8601","37,0427","28,7037","32,1031","44,0418","291,1507","-"
"ITP","İŞ PORTFÖY TEKNOLOJİ KARMA FON","Karma Şemsiye Fonu","8,1020","30,2445","23,0501","26,7646","44,0216","325,7560","-"
"TEJ","AZİMUT PORTFÖY TEKNOLOJİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","12,1688","38,3248","27,6104","30,1335","43,9512","-","-"
"GZY","GARANTİ PORTFÖY TURİZM VE SEYAHAT SEKTÖRÜ DEĞİŞKEN FON","Değişken Şemsiye Fonu","14,9673","26,9475","24,0418","26,9030","43,8343","331,5425","-"
"ICD","ICBC TURKEY PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","3,2113","10,8283","15,5874","18,8421","43,8332","252,8494","407,0594"
"GTF","AZİMUT PYŞ BİRİNCİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","4,0590","11,1285","13,9256","18,2774","43,8320","164,6383","279,9804"
"HPO","HSBC PORTFÖY ÇOKLU VARLIK BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","3,9652","10,3763","18,9480","22,2284","43,3191","204,5251","347,0337"
"GPU","GARANTİ PORTFÖY ÜÇÜNCÜ DEĞİŞKEN FON","Değişken Şemsiye Fonu","8,2043","17,2088","22,3104","26,0555","43,0146","284,3711","574,9150"
"IJH","ICBC TURKEY PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","4,2666","10,9370","18,2682","21,2944","42,7952","312,2335","-"
"AUT","ATA PORTFÖY DENGELİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","4,9235","11,4843","18,1895","21,9890","42,7169","150,0049","224,7105"
"ZSF","ZİRAAT PORTFÖY S&P/OIC COMCEC (İSEDAK) 50 SHARİAH ŞİRKETLERİ YABANCI HİSSE SENEDİ FONU","Hisse Senedi Şemsiye Fonu","9,3532","18,1766","24,5919","27,3826","42,4973","182,6266","-"
"ZDD","ZİRAAT PORTFÖY TEMKİNLİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","6,8657","15,4762","24,1871","26,3670","42,4061","240,7246","410,0414"
"ARL","AK PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","5,2549","12,5958","20,7370","23,9864","42,2269","255,6859","477,2856"
"MTV","AK PORTFÖY METAVERSE VE DİJİTAL YAŞAM TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","8,1041","30,1984","29,4057","31,8186","42,0807","273,6894","-"
"KTJ","KUVEYT TÜRK PORTFÖY TEKNOLOJİ KATILIM FONU","Katılım Şemsiye Fonu","8,0863","36,4706","26,4819","29,6161","41,8803","-","-"
"GTY","GARANTİ PORTFÖY TREND SERBEST FON","Serbest Şemsiye Fonu","13,2513","18,2313","28,2599","31,3743","41,6142","167,5149","-"
"EIC","QİNVEST PORTFÖY İKİNCİ DEĞİŞKEN FONU","Değişken Şemsiye Fonu","4,2751","11,3900","19,5249","20,7148","40,9691","334,4840","679,8425"
"KCV","KUVEYT TÜRK PORTFÖY ÇOKLU VARLIK KATILIM FONU","Katılım Şemsiye Fonu","5,8919","12,5637","23,3912","25,6560","40,8530","-","-"
"IUF","İŞ PORTFÖY YEDİNCİ SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","3,3459","9,7765","32,4769","33,5395","40,7752","204,8111","-"
"EUN","GARANTİ PORTFÖY İKİNCİ SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","3,1464","9,5070","29,9701","30,3151","40,7576","-","-"
"TFF","TEB PORTFÖY AMERİKA TEKNOLOJİ YABANCI BYF FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","7,5493","28,7783","14,8970","17,1671","40,7445","262,9875","813,5270"
"HMG","HSBC PYŞ MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST (TL) FON(HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","3,2724","4,5076","16,6946","18,9484","40,4275","234,0762","-"
"KTM","KUVEYT TÜRK PORTFÖY BİRİNCİ KATILIM (TL) FONU","Katılım Şemsiye Fonu","8,0916","12,9410","22,0101","24,1746","40,3964","307,0694","629,4708"
"AFA","AK PORTFÖY AMERİKA YABANCI HİSSE SENEDİ FONU","Hisse Senedi Şemsiye Fonu","8,0840","31,7060","18,5500","21,9797","40,2506","258,3741","960,7071"
"OFS","OYAK PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","7,5708","17,0647","21,7110","25,6480","40,2035","266,4162","-"
"FZJ","FİBA PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","6,2571","13,1073","20,0796","22,7725","40,1691","244,4378","-"
"KIF","TRIVE PORTFÖY EMTİA SERBEST FON","Serbest Şemsiye Fonu","1,4940","11,5988","23,1142","29,8976","40,0496","-","-"
"OPL","OSMANLI PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","4,6684","7,8822","25,4635","27,7244","39,8722","271,1631","-"
"OJT","QNB PORTFÖY TEKNOLOJİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","11,3118","39,5455","27,1750","28,7030","39,8707","350,7648","-"
"FSH","FİBA PORTFÖY FON SEPETİ SERBEST FON","Serbest Şemsiye Fonu","11,2278","39,6324","23,2419","26,6303","39,6768","-","-"
"GPF","GARANTİ PORTFÖY ÇOKLU VARLIK KATILIM FONU","Katılım Şemsiye Fonu","4,3902","10,9685","25,3781","28,1726","39,6598","172,2365","277,9273"
"DPB","DENİZ PORTFÖY SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","3,8419","10,2600","21,7782","22,8349","39,5622","302,8539","842,4453"
"PDD","QİNVEST PORTFÖY KATILIM FONU","Katılım Şemsiye Fonu","3,9691","9,5693","18,2493","20,3437","39,5581","209,0123","-"
"FBZ","FİBA PORTFÖY TEKNOLOJİ SERBEST FON","Serbest Şemsiye Fonu","6,8227","17,0333","23,3774","27,0110","39,2697","140,2322","-"
"TJT","TEB PORTFÖY ALTINCI SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","3,4317","9,4213","28,4688","29,2821","39,2633","220,8878","-"
"IRV","İSTANBUL PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST FON","Serbest Şemsiye Fonu","2,9654","9,9642","20,8742","23,9379","39,2274","271,6075","-"
"LLA","ALLBATROSS PORTFÖY AYDIN HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","12,8506","26,5460","73,7284","77,9177","39,1295","-","-"
"GZJ","GARANTİ PORTFÖY İKİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","8,9852","15,3240","19,8744","23,6987","39,0766","293,8605","-"
"FFH","QNB PORTFÖY ÇOKLU VARLIK KATILIM FONU","Katılım Şemsiye Fonu","5,2287","11,4132","21,1453","24,1368","38,6203","246,1844","-"
"GA1","GARANTİ PORTFÖY BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","4,7503","12,2025","12,9211","16,5672","38,4381","166,9131","269,2372"
"DTZ","AK PORTFÖY ROBOTİK TEKNOLOJİLER DEĞİŞKEN FON","Değişken Şemsiye Fonu","12,5185","41,5088","29,2183","30,2717","38,4180","227,3440","-"
"MPP","MEKSA PORTFÖY PRİME SERBEST FON","Serbest Şemsiye Fonu","6,8917","6,7542","13,7179","14,7891","38,3235","166,0145","531,7475"
"PIL","ROTA PORTFÖY PİL TEKNOLOJİLERİ VE ENERJİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","13,1926","31,9031","27,5163","31,3551","37,8757","-","-"
"DZM","DENİZ PORTFÖY BEŞİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","3,6896","10,0393","19,6022","20,6173","37,8573","274,0107","846,9820"
"GZZ","GARANTİ PORTFÖY FİNANS SEKTÖRÜ DEĞİŞKEN FON","Değişken Şemsiye Fonu","10,3082","24,8924","19,9171","25,7781","37,7920","307,8640","-"
"FFP","QNB PORTFÖY FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","6,2144","10,2971","17,3411","20,1721","37,6424","210,6238","-"
"DSD","DENİZ PORTFÖY İKİNCİ SERBEST (DÖVİZ_AVRO) FON","Serbest Şemsiye Fonu","2,8484","8,1286","29,3700","30,2820","37,5430","233,0720","599,0360"
"ZMT","AZİMUT PORTFÖY 22.0 SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","3,3864","7,8103","29,6377","29,9676","37,3362","-","-"
"KTN","KUVEYT TÜRK PORTFÖY KİRA SERTİFİKALARI KATILIM (TL) FONU","Katılım Şemsiye Fonu","5,1892","9,7547","14,8124","17,2569","37,3040","139,1690","222,6799"
"GO3","FONERİA PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","10,8096","18,7809","24,0944","28,0096","37,2472","-","-"
"IUH","INVEO PORTFÖY DÖNÜŞTÜRÜCÜ TEKNOLOJİLER FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","9,2232","30,2355","18,6314","22,5169","37,0456","268,1471","-"
"BIS","BV PORTFÖY BİRİNCİ SERBEST FON","Serbest Şemsiye Fonu","1,8246","7,1600","19,5001","21,5647","37,0112","-","-"
"TZT","ZİRAAT PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","4,7577","12,4201","9,2158","14,1110","36,8697","164,9381","295,9829"
"YAY","YAPI KREDİ PORTFÖY YABANCI TEKNOLOJİ SEKTÖRÜ HİSSE SENEDİ FONU","Hisse Senedi Şemsiye Fonu","8,4219","52,4764","19,7175","23,7250","36,6966","254,7123","854,1747"
"AFV","AK PORTFÖY AVRUPA YABANCI HİSSE SENEDİ FONU","Hisse Senedi Şemsiye Fonu","4,0273","16,1678","31,7019","37,6430","36,6340","239,2594","771,2023"
"KRF","KARE PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","6,0375","10,7719","13,6902","17,0332","36,5671","334,4431","893,6131"
"RBK","ALBARAKA PORTFÖY KATILIM FONU","Katılım Şemsiye Fonu","2,6694","8,0997","18,7771","20,1326","36,4421","174,5527","460,5771"
"TI6","İŞ PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","3,6281","10,2725","12,8598","16,5290","36,3950","152,9264","236,6681"
"IJZ","İŞ PORTFÖY SİBER GÜVENLİK TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","9,1482","28,6184","17,1369","20,6214","36,3901","383,8783","-"
"IHC","INVEO PORTFÖY INTER SERBEST FON","Serbest Şemsiye Fonu","8,9586","25,1697","21,9750","24,4667","36,3419","321,6367","-"
"TPV","AURA PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","7,6271","14,3859","20,2920","23,0450","36,2658","195,4264","392,3923"
"TMG","İŞ PORTFÖY YABANCI HİSSE SENEDİ FONU","Hisse Senedi Şemsiye Fonu","9,5563","36,8292","19,6537","22,6695","36,2183","247,9496","895,6474"
"GZE","GARANTİ PORTFÖY EMTİA SERBEST FON","Serbest Şemsiye Fonu","0,9840","11,3022","20,6475","27,9159","36,0258","125,6124","-"
"FI3","QNB PORTFÖY BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","5,7589","13,0652","11,4783","16,3542","35,9706","147,5238","229,8871"
"ZCN","ZİRAAT PORTFÖY EMTİA FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","3,4332","12,5664","23,5109","29,2038","35,7867","172,2016","-"
"TGR","AK PORTFÖY TURİZM VE SEYAHAT SEKTÖRÜ DEĞİŞKEN FON","Değişken Şemsiye Fonu","16,2319","26,6673","20,8859","25,5537","35,7718","300,9616","-"
"DBB","DENİZ PORTFÖY BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,9681","11,6049","11,5572","16,9241","35,7175","145,4286","203,5492"
"EDU","İŞ PORTFÖY TEV EĞİTİME DESTEK DEĞİŞKEN FON","Değişken Şemsiye Fonu","7,0831","17,6292","9,1953","12,5098","35,3685","-","-"
"SPE","AZIMUT PORTFÖY 5.0 SERBEST (DÖVIZ) FON","Serbest Şemsiye Fonu","4,4809","11,7710","19,1526","20,2763","35,3673","252,1865","882,5790"
"GBZ","AZİMUT PORTFÖY EMTİA FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","4,2239","10,2638","21,3363","26,9304","35,3193","-","-"
"PFS","ATLAS PORTFÖY FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","3,5460","11,8392","20,9011","22,6909","35,3052","-","-"
"IUV","İŞ PORTFÖY BEŞİNCİ SERBEST (DÖVİZ)  FON","Serbest Şemsiye Fonu","3,7785","10,5223","19,6591","21,4731","35,2747","210,9868","-"
"YVG","YAPI KREDİ PORTFÖY SARIYER SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","3,3655","7,8781","29,6483","29,9895","35,1361","210,2139","-"
"YPK","YAPI KREDİ PORTFÖY GALATA SERBEST FON","Serbest Şemsiye Fonu","5,0897","12,9073","5,9343","12,5487","35,1258","231,9752","524,2652"
"OTK","OYAK PORTFÖY BİRİNCİ KATILIM SERBEST FON","Serbest Şemsiye Fonu","4,0674","11,7396","21,5868","21,8706","35,0893","143,1405","280,7554"
"OVD","QNB PORTFÖY EMTİA FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","0,9625","8,7526","18,6933","24,4510","35,0663","126,5117","-"
"ARM","AK PORTFÖY İKİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","7,8387","13,7222","17,7871","21,2255","35,0027","265,1890","566,6607"
"IDF","İŞ PORTFÖY SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,5424","7,7324","18,4449","20,5015","34,9711","193,5597","684,6559"
"TVN","TRIVE PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","8,4820","25,3793","27,8049","29,1766","34,8221","-","-"
"YTY","YAPI KREDİ PORTFÖY TARABYA SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","3,2835","7,4800","29,2472","29,8056","34,7499","-","-"
"NVZ","NEO PORTFÖY ORSA SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","3,3785","7,7017","28,0874","28,9209","34,5682","-","-"
"CPU","AKTİF PORTFÖY TEKNOLOJİ KATILIM FONU","Katılım Şemsiye Fonu","11,5565","40,2298","24,2605","27,1545","34,4748","-","-"
"ONK","AK PORTFÖY ONİKİNCİ SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","3,2845","7,4750","29,1969","29,7253","34,4345","-","-"
"TGE","İŞ PORTFÖY EMTİA YABANCI BYF FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","3,2764","15,5793","18,9113","25,9142","34,3089","128,8346","812,2348"
"DOV","DENİZ PORTFÖY ONÜÇÜNCÜ SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","3,2481","7,3875","29,0595","29,6152","34,3078","-","-"
